"region","mineral","year","value"
"Argentina","aluminium",2020,1.27639051660165
"Argentina","aluminium",2025,1.17276625382826
"Argentina","aluminium",2030,1.06914199105487
"Argentina","aluminium",2035,0.965517728281477
"Argentina","aluminium",2040,0.861893465508086
"Argentina","aluminium",2045,0.758269202734695
"Argentina","aluminium",2050,0.654644939961304
"Argentina","aluminium",2055,0.654644939961304
"Argentina","aluminium",2060,0.654644939961304
"Argentina","aluminium",2065,0.654644939961304
"Argentina","aluminium",2070,0.654644939961304
"Argentina","aluminium",2075,0.654644939961304
"Argentina","aluminium",2080,0.654644939961304
"Argentina","aluminium",2085,0.654644939961304
"Argentina","aluminium",2090,0.654644939961304
"Argentina","aluminium",2095,0.654644939961304
"Argentina","aluminium",2100,0.654644939961304
"Australia_NZ","aluminium",2015,1.15811931922192
"Australia_NZ","aluminium",2020,1.06760004947796
"Australia_NZ","aluminium",2025,0.977080779734007
"Australia_NZ","aluminium",2030,0.886561509990051
"Australia_NZ","aluminium",2035,0.796042240246096
"Australia_NZ","aluminium",2040,0.70552297050214
"Australia_NZ","aluminium",2045,0.615003700758185
"Australia_NZ","aluminium",2050,0.524484431014229
"Australia_NZ","aluminium",2055,0.524484431014229
"Australia_NZ","aluminium",2060,0.524484431014229
"Australia_NZ","aluminium",2065,0.524484431014229
"Australia_NZ","aluminium",2070,0.524484431014229
"Australia_NZ","aluminium",2075,0.524484431014229
"Australia_NZ","aluminium",2080,0.524484431014229
"Australia_NZ","aluminium",2085,0.524484431014229
"Australia_NZ","aluminium",2090,0.524484431014229
"Australia_NZ","aluminium",2095,0.524484431014229
"Australia_NZ","aluminium",2100,0.524484431014229
"Brazil","aluminium",2015,1.27831679951382
"Brazil","aluminium",2020,1.19479955056646
"Brazil","aluminium",2025,1.1112823016191
"Brazil","aluminium",2030,1.02776505267174
"Brazil","aluminium",2035,0.944247803724383
"Brazil","aluminium",2040,0.860730554777024
"Brazil","aluminium",2045,0.777213305829666
"Brazil","aluminium",2050,0.693696056882307
"Brazil","aluminium",2055,0.693696056882307
"Brazil","aluminium",2060,0.693696056882307
"Brazil","aluminium",2065,0.693696056882307
"Brazil","aluminium",2070,0.693696056882307
"Brazil","aluminium",2075,0.693696056882307
"Brazil","aluminium",2080,0.693696056882307
"Brazil","aluminium",2085,0.693696056882307
"Brazil","aluminium",2090,0.693696056882307
"Brazil","aluminium",2095,0.693696056882307
"Brazil","aluminium",2100,0.693696056882307
"Canada","aluminium",2015,0.64922041531844
"Canada","aluminium",2020,0.622193817074024
"Canada","aluminium",2025,0.595167218829608
"Canada","aluminium",2030,0.568140620585192
"Canada","aluminium",2035,0.541114022340775
"Canada","aluminium",2040,0.514087424096359
"Canada","aluminium",2045,0.487060825851943
"Canada","aluminium",2050,0.460034227607527
"Canada","aluminium",2055,0.460034227607527
"Canada","aluminium",2060,0.460034227607527
"Canada","aluminium",2065,0.460034227607527
"Canada","aluminium",2070,0.460034227607527
"Canada","aluminium",2075,0.460034227607527
"Canada","aluminium",2080,0.460034227607527
"Canada","aluminium",2085,0.460034227607527
"Canada","aluminium",2090,0.460034227607527
"Canada","aluminium",2095,0.460034227607527
"Canada","aluminium",2100,0.460034227607527
"Central America and Caribbean","aluminium",2015,1.38260384710286
"Central America and Caribbean","aluminium",2020,1.28825849302259
"Central America and Caribbean","aluminium",2025,1.19391313894231
"Central America and Caribbean","aluminium",2030,1.09956778486204
"Central America and Caribbean","aluminium",2035,1.00522243078177
"Central America and Caribbean","aluminium",2040,0.910877076701494
"Central America and Caribbean","aluminium",2045,0.81653172262122
"Central America and Caribbean","aluminium",2050,0.722186368540947
"Central America and Caribbean","aluminium",2055,0.722186368540947
"Central America and Caribbean","aluminium",2060,0.722186368540947
"Central America and Caribbean","aluminium",2065,0.722186368540947
"Central America and Caribbean","aluminium",2070,0.722186368540947
"Central America and Caribbean","aluminium",2075,0.722186368540947
"Central America and Caribbean","aluminium",2080,0.722186368540947
"Central America and Caribbean","aluminium",2085,0.722186368540947
"Central America and Caribbean","aluminium",2090,0.722186368540947
"Central America and Caribbean","aluminium",2095,0.722186368540947
"Central America and Caribbean","aluminium",2100,0.722186368540947
"Central Asia","aluminium",2015,1.37699384459011
"Central Asia","aluminium",2020,1.27192325083574
"Central Asia","aluminium",2025,1.16685265708137
"Central Asia","aluminium",2030,1.061782063327
"Central Asia","aluminium",2035,0.956711469572635
"Central Asia","aluminium",2040,0.851640875818266
"Central Asia","aluminium",2045,0.746570282063897
"Central Asia","aluminium",2050,0.641499688309529
"Central Asia","aluminium",2055,0.641499688309529
"Central Asia","aluminium",2060,0.641499688309529
"Central Asia","aluminium",2065,0.641499688309529
"Central Asia","aluminium",2070,0.641499688309529
"Central Asia","aluminium",2075,0.641499688309529
"Central Asia","aluminium",2080,0.641499688309529
"Central Asia","aluminium",2085,0.641499688309529
"Central Asia","aluminium",2090,0.641499688309529
"Central Asia","aluminium",2095,0.641499688309529
"Central Asia","aluminium",2100,0.641499688309529
"China","aluminium",2015,0.63954948682774
"China","aluminium",2020,0.636028171424121
"China","aluminium",2025,0.632506856020502
"China","aluminium",2030,0.628985540616883
"China","aluminium",2035,0.625464225213265
"China","aluminium",2040,0.621942909809646
"China","aluminium",2045,0.618421594406027
"China","aluminium",2050,0.614900279002408
"China","aluminium",2055,0.614900279002408
"China","aluminium",2060,0.614900279002408
"China","aluminium",2065,0.614900279002408
"China","aluminium",2070,0.614900279002408
"China","aluminium",2075,0.614900279002408
"China","aluminium",2080,0.614900279002408
"China","aluminium",2085,0.614900279002408
"China","aluminium",2090,0.614900279002408
"China","aluminium",2095,0.614900279002408
"China","aluminium",2100,0.614900279002408
"Colombia","aluminium",2015,1.38031705956672
"Colombia","aluminium",2020,1.29277578348983
"Colombia","aluminium",2025,1.20523450741294
"Colombia","aluminium",2030,1.11769323133605
"Colombia","aluminium",2035,1.03015195525916
"Colombia","aluminium",2040,0.942610679182269
"Colombia","aluminium",2045,0.855069403105379
"Colombia","aluminium",2050,0.767528127028489
"Colombia","aluminium",2055,0.767528127028489
"Colombia","aluminium",2060,0.767528127028489
"Colombia","aluminium",2065,0.767528127028489
"Colombia","aluminium",2070,0.767528127028489
"Colombia","aluminium",2075,0.767528127028489
"Colombia","aluminium",2080,0.767528127028489
"Colombia","aluminium",2085,0.767528127028489
"Colombia","aluminium",2090,0.767528127028489
"Colombia","aluminium",2095,0.767528127028489
"Colombia","aluminium",2100,0.767528127028489
"EU-12","aluminium",2015,1.06884359338724
"EU-12","aluminium",2020,1.00239320422191
"EU-12","aluminium",2025,0.935942815056568
"EU-12","aluminium",2030,0.86949242589123
"EU-12","aluminium",2035,0.803042036725892
"EU-12","aluminium",2040,0.736591647560554
"EU-12","aluminium",2045,0.670141258395216
"EU-12","aluminium",2050,0.603690869229878
"EU-12","aluminium",2055,0.603690869229878
"EU-12","aluminium",2060,0.603690869229878
"EU-12","aluminium",2065,0.603690869229878
"EU-12","aluminium",2070,0.603690869229878
"EU-12","aluminium",2075,0.603690869229878
"EU-12","aluminium",2080,0.603690869229878
"EU-12","aluminium",2085,0.603690869229878
"EU-12","aluminium",2090,0.603690869229878
"EU-12","aluminium",2095,0.603690869229878
"EU-12","aluminium",2100,0.603690869229878
"EU-15","aluminium",2015,0.601781497054347
"EU-15","aluminium",2020,0.601309317600664
"EU-15","aluminium",2025,0.60083713814698
"EU-15","aluminium",2030,0.600364958693297
"EU-15","aluminium",2035,0.599892779239613
"EU-15","aluminium",2040,0.59942059978593
"EU-15","aluminium",2045,0.598948420332246
"EU-15","aluminium",2050,0.598476240878563
"EU-15","aluminium",2055,0.598476240878563
"EU-15","aluminium",2060,0.598476240878563
"EU-15","aluminium",2065,0.598476240878563
"EU-15","aluminium",2070,0.598476240878563
"EU-15","aluminium",2075,0.598476240878563
"EU-15","aluminium",2080,0.598476240878563
"EU-15","aluminium",2085,0.598476240878563
"EU-15","aluminium",2090,0.598476240878563
"EU-15","aluminium",2095,0.598476240878563
"EU-15","aluminium",2100,0.598476240878563
"Europe_Eastern","aluminium",2015,1.42072872974512
"Europe_Eastern","aluminium",2020,1.31205844213363
"Europe_Eastern","aluminium",2025,1.20338815452214
"Europe_Eastern","aluminium",2030,1.09471786691065
"Europe_Eastern","aluminium",2035,0.98604757929916
"Europe_Eastern","aluminium",2040,0.877377291687671
"Europe_Eastern","aluminium",2045,0.768707004076182
"Europe_Eastern","aluminium",2050,0.660036716464693
"Europe_Eastern","aluminium",2055,0.660036716464693
"Europe_Eastern","aluminium",2060,0.660036716464693
"Europe_Eastern","aluminium",2065,0.660036716464693
"Europe_Eastern","aluminium",2070,0.660036716464693
"Europe_Eastern","aluminium",2075,0.660036716464693
"Europe_Eastern","aluminium",2080,0.660036716464693
"Europe_Eastern","aluminium",2085,0.660036716464693
"Europe_Eastern","aluminium",2090,0.660036716464693
"Europe_Eastern","aluminium",2095,0.660036716464693
"Europe_Eastern","aluminium",2100,0.660036716464693
"Europe_Non_EU","aluminium",2015,0.920607164993712
"Europe_Non_EU","aluminium",2020,0.888006363755897
"Europe_Non_EU","aluminium",2025,0.855405562518082
"Europe_Non_EU","aluminium",2030,0.822804761280267
"Europe_Non_EU","aluminium",2035,0.790203960042452
"Europe_Non_EU","aluminium",2040,0.757603158804637
"Europe_Non_EU","aluminium",2045,0.725002357566822
"Europe_Non_EU","aluminium",2050,0.692401556329007
"Europe_Non_EU","aluminium",2055,0.692401556329007
"Europe_Non_EU","aluminium",2060,0.692401556329007
"Europe_Non_EU","aluminium",2065,0.692401556329007
"Europe_Non_EU","aluminium",2070,0.692401556329007
"Europe_Non_EU","aluminium",2075,0.692401556329007
"Europe_Non_EU","aluminium",2080,0.692401556329007
"Europe_Non_EU","aluminium",2085,0.692401556329007
"Europe_Non_EU","aluminium",2090,0.692401556329007
"Europe_Non_EU","aluminium",2095,0.692401556329007
"Europe_Non_EU","aluminium",2100,0.692401556329007
"European Free Trade Association","aluminium",2015,0.534502578582707
"European Free Trade Association","aluminium",2020,0.527851153319568
"European Free Trade Association","aluminium",2025,0.521199728056428
"European Free Trade Association","aluminium",2030,0.514548302793289
"European Free Trade Association","aluminium",2035,0.50789687753015
"European Free Trade Association","aluminium",2040,0.50124545226701
"European Free Trade Association","aluminium",2045,0.494594027003871
"European Free Trade Association","aluminium",2050,0.487942601740732
"European Free Trade Association","aluminium",2055,0.487942601740732
"European Free Trade Association","aluminium",2060,0.487942601740732
"European Free Trade Association","aluminium",2065,0.487942601740732
"European Free Trade Association","aluminium",2070,0.487942601740732
"European Free Trade Association","aluminium",2075,0.487942601740732
"European Free Trade Association","aluminium",2080,0.487942601740732
"European Free Trade Association","aluminium",2085,0.487942601740732
"European Free Trade Association","aluminium",2090,0.487942601740732
"European Free Trade Association","aluminium",2095,0.487942601740732
"European Free Trade Association","aluminium",2100,0.487942601740732
"India","aluminium",2015,0.938905151851797
"India","aluminium",2020,0.910150372242236
"India","aluminium",2025,0.881395592632675
"India","aluminium",2030,0.852640813023113
"India","aluminium",2035,0.823886033413552
"India","aluminium",2040,0.795131253803991
"India","aluminium",2045,0.766376474194429
"India","aluminium",2050,0.737621694584868
"India","aluminium",2055,0.737621694584868
"India","aluminium",2060,0.737621694584868
"India","aluminium",2065,0.737621694584868
"India","aluminium",2070,0.737621694584868
"India","aluminium",2075,0.737621694584868
"India","aluminium",2080,0.737621694584868
"India","aluminium",2085,0.737621694584868
"India","aluminium",2090,0.737621694584868
"India","aluminium",2095,0.737621694584868
"India","aluminium",2100,0.737621694584868
"Indonesia","aluminium",2015,0.741100040517173
"Indonesia","aluminium",2020,0.741100040517173
"Indonesia","aluminium",2025,0.741100040517173
"Indonesia","aluminium",2030,0.741100040517173
"Indonesia","aluminium",2035,0.741100040517173
"Indonesia","aluminium",2040,0.741100040517173
"Indonesia","aluminium",2045,0.741100040517173
"Indonesia","aluminium",2050,0.741100040517173
"Indonesia","aluminium",2055,0.741100040517173
"Indonesia","aluminium",2060,0.741100040517173
"Indonesia","aluminium",2065,0.741100040517173
"Indonesia","aluminium",2070,0.741100040517173
"Indonesia","aluminium",2075,0.741100040517173
"Indonesia","aluminium",2080,0.741100040517173
"Indonesia","aluminium",2085,0.741100040517173
"Indonesia","aluminium",2090,0.741100040517173
"Indonesia","aluminium",2095,0.741100040517173
"Indonesia","aluminium",2100,0.741100040517173
"Japan","aluminium",2015,0.360517105798717
"Japan","aluminium",2020,0.360517105798717
"Japan","aluminium",2025,0.360517105798717
"Japan","aluminium",2030,0.360517105798717
"Japan","aluminium",2035,0.360517105798717
"Japan","aluminium",2040,0.360517105798717
"Japan","aluminium",2045,0.360517105798717
"Japan","aluminium",2050,0.360517105798717
"Japan","aluminium",2055,0.360517105798717
"Japan","aluminium",2060,0.360517105798717
"Japan","aluminium",2065,0.360517105798717
"Japan","aluminium",2070,0.360517105798717
"Japan","aluminium",2075,0.360517105798717
"Japan","aluminium",2080,0.360517105798717
"Japan","aluminium",2085,0.360517105798717
"Japan","aluminium",2090,0.360517105798717
"Japan","aluminium",2095,0.360517105798717
"Japan","aluminium",2100,0.360517105798717
"Mexico","aluminium",2015,1.25306396308271
"Mexico","aluminium",2020,1.17453736583577
"Mexico","aluminium",2025,1.09601076858882
"Mexico","aluminium",2030,1.01748417134188
"Mexico","aluminium",2035,0.938957574094936
"Mexico","aluminium",2040,0.860430976847992
"Mexico","aluminium",2045,0.781904379601048
"Mexico","aluminium",2050,0.703377782354104
"Mexico","aluminium",2055,0.703377782354104
"Mexico","aluminium",2060,0.703377782354104
"Mexico","aluminium",2065,0.703377782354104
"Mexico","aluminium",2070,0.703377782354104
"Mexico","aluminium",2075,0.703377782354104
"Mexico","aluminium",2080,0.703377782354104
"Mexico","aluminium",2085,0.703377782354104
"Mexico","aluminium",2090,0.703377782354104
"Mexico","aluminium",2095,0.703377782354104
"Mexico","aluminium",2100,0.703377782354104
"Middle East","aluminium",2015,1.22283387296042
"Middle East","aluminium",2020,1.14146285645347
"Middle East","aluminium",2025,1.06009183994652
"Middle East","aluminium",2030,0.978720823439569
"Middle East","aluminium",2035,0.897349806932618
"Middle East","aluminium",2040,0.815978790425667
"Middle East","aluminium",2045,0.734607773918716
"Middle East","aluminium",2050,0.653236757411765
"Middle East","aluminium",2055,0.653236757411765
"Middle East","aluminium",2060,0.653236757411765
"Middle East","aluminium",2065,0.653236757411765
"Middle East","aluminium",2070,0.653236757411765
"Middle East","aluminium",2075,0.653236757411765
"Middle East","aluminium",2080,0.653236757411765
"Middle East","aluminium",2085,0.653236757411765
"Middle East","aluminium",2090,0.653236757411765
"Middle East","aluminium",2095,0.653236757411765
"Middle East","aluminium",2100,0.653236757411765
"Pakistan","aluminium",2015,1.81933673601676
"Pakistan","aluminium",2020,1.68832591667451
"Pakistan","aluminium",2025,1.55731509733227
"Pakistan","aluminium",2030,1.42630427799002
"Pakistan","aluminium",2035,1.29529345864778
"Pakistan","aluminium",2040,1.16428263930554
"Pakistan","aluminium",2045,1.03327181996329
"Pakistan","aluminium",2050,0.902261000621049
"Pakistan","aluminium",2055,0.902261000621049
"Pakistan","aluminium",2060,0.902261000621049
"Pakistan","aluminium",2065,0.902261000621049
"Pakistan","aluminium",2070,0.902261000621049
"Pakistan","aluminium",2075,0.902261000621049
"Pakistan","aluminium",2080,0.902261000621049
"Pakistan","aluminium",2085,0.902261000621049
"Pakistan","aluminium",2090,0.902261000621049
"Pakistan","aluminium",2095,0.902261000621049
"Pakistan","aluminium",2100,0.902261000621049
"Russia","aluminium",2015,1.01231081812153
"Russia","aluminium",2020,0.94871128785506
"Russia","aluminium",2025,0.885111757588588
"Russia","aluminium",2030,0.821512227322115
"Russia","aluminium",2035,0.757912697055643
"Russia","aluminium",2040,0.69431316678917
"Russia","aluminium",2045,0.630713636522698
"Russia","aluminium",2050,0.567114106256225
"Russia","aluminium",2055,0.567114106256225
"Russia","aluminium",2060,0.567114106256225
"Russia","aluminium",2065,0.567114106256225
"Russia","aluminium",2070,0.567114106256225
"Russia","aluminium",2075,0.567114106256225
"Russia","aluminium",2080,0.567114106256225
"Russia","aluminium",2085,0.567114106256225
"Russia","aluminium",2090,0.567114106256225
"Russia","aluminium",2095,0.567114106256225
"Russia","aluminium",2100,0.567114106256225
"South Africa","aluminium",2015,1.11335865601009
"South Africa","aluminium",2020,1.0471008131323
"South Africa","aluminium",2025,0.980842970254511
"South Africa","aluminium",2030,0.914585127376721
"South Africa","aluminium",2035,0.848327284498931
"South Africa","aluminium",2040,0.782069441621141
"South Africa","aluminium",2045,0.715811598743351
"South Africa","aluminium",2050,0.649553755865561
"South Africa","aluminium",2055,0.649553755865561
"South Africa","aluminium",2060,0.649553755865561
"South Africa","aluminium",2065,0.649553755865561
"South Africa","aluminium",2070,0.649553755865561
"South Africa","aluminium",2075,0.649553755865561
"South Africa","aluminium",2080,0.649553755865561
"South Africa","aluminium",2085,0.649553755865561
"South Africa","aluminium",2090,0.649553755865561
"South Africa","aluminium",2095,0.649553755865561
"South Africa","aluminium",2100,0.649553755865561
"South America_Northern","aluminium",2015,0.937811003031252
"South America_Northern","aluminium",2020,0.918950665758914
"South America_Northern","aluminium",2025,0.900090328486575
"South America_Northern","aluminium",2030,0.881229991214237
"South America_Northern","aluminium",2035,0.862369653941899
"South America_Northern","aluminium",2040,0.843509316669561
"South America_Northern","aluminium",2045,0.824648979397222
"South America_Northern","aluminium",2050,0.805788642124884
"South America_Northern","aluminium",2055,0.805788642124884
"South America_Northern","aluminium",2060,0.805788642124884
"South America_Northern","aluminium",2065,0.805788642124884
"South America_Northern","aluminium",2070,0.805788642124884
"South America_Northern","aluminium",2075,0.805788642124884
"South America_Northern","aluminium",2080,0.805788642124884
"South America_Northern","aluminium",2085,0.805788642124884
"South America_Northern","aluminium",2090,0.805788642124884
"South America_Northern","aluminium",2095,0.805788642124884
"South America_Northern","aluminium",2100,0.805788642124884
"South America_Southern","aluminium",2015,1.26451190984527
"South America_Southern","aluminium",2020,1.17871100390253
"South America_Southern","aluminium",2025,1.09291009795979
"South America_Southern","aluminium",2030,1.00710919201706
"South America_Southern","aluminium",2035,0.921308286074317
"South America_Southern","aluminium",2040,0.83550738013158
"South America_Southern","aluminium",2045,0.749706474188842
"South America_Southern","aluminium",2050,0.663905568246104
"South America_Southern","aluminium",2055,0.663905568246104
"South America_Southern","aluminium",2060,0.663905568246104
"South America_Southern","aluminium",2065,0.663905568246104
"South America_Southern","aluminium",2070,0.663905568246104
"South America_Southern","aluminium",2075,0.663905568246104
"South America_Southern","aluminium",2080,0.663905568246104
"South America_Southern","aluminium",2085,0.663905568246104
"South America_Southern","aluminium",2090,0.663905568246104
"South America_Southern","aluminium",2095,0.663905568246104
"South America_Southern","aluminium",2100,0.663905568246104
"South Asia","aluminium",2015,3.00973235856349
"South Asia","aluminium",2020,2.71369152641434
"South Asia","aluminium",2025,2.41765069426518
"South Asia","aluminium",2030,2.12160986211602
"South Asia","aluminium",2035,1.82556902996686
"South Asia","aluminium",2040,1.52952819781771
"South Asia","aluminium",2045,1.23348736566855
"South Asia","aluminium",2050,0.937446533519391
"South Asia","aluminium",2055,0.937446533519391
"South Asia","aluminium",2060,0.937446533519391
"South Asia","aluminium",2065,0.937446533519391
"South Asia","aluminium",2070,0.937446533519391
"South Asia","aluminium",2075,0.937446533519391
"South Asia","aluminium",2080,0.937446533519391
"South Asia","aluminium",2085,0.937446533519391
"South Asia","aluminium",2090,0.937446533519391
"South Asia","aluminium",2095,0.937446533519391
"South Asia","aluminium",2100,0.937446533519391
"South Korea","aluminium",2015,0.335577122142124
"South Korea","aluminium",2020,0.335577122142124
"South Korea","aluminium",2025,0.335577122142124
"South Korea","aluminium",2030,0.335577122142124
"South Korea","aluminium",2035,0.335577122142124
"South Korea","aluminium",2040,0.335577122142124
"South Korea","aluminium",2045,0.335577122142124
"South Korea","aluminium",2050,0.335577122142124
"South Korea","aluminium",2055,0.335577122142124
"South Korea","aluminium",2060,0.335577122142124
"South Korea","aluminium",2065,0.335577122142124
"South Korea","aluminium",2070,0.335577122142124
"South Korea","aluminium",2075,0.335577122142124
"South Korea","aluminium",2080,0.335577122142124
"South Korea","aluminium",2085,0.335577122142124
"South Korea","aluminium",2090,0.335577122142124
"South Korea","aluminium",2095,0.335577122142124
"South Korea","aluminium",2100,0.335577122142124
"Southeast Asia","aluminium",2015,1.14050100794345
"Southeast Asia","aluminium",2020,1.08376487009822
"Southeast Asia","aluminium",2025,1.027028732253
"Southeast Asia","aluminium",2030,0.97029259440777
"Southeast Asia","aluminium",2035,0.913556456562544
"Southeast Asia","aluminium",2040,0.856820318717318
"Southeast Asia","aluminium",2045,0.800084180872092
"Southeast Asia","aluminium",2050,0.743348043026867
"Southeast Asia","aluminium",2055,0.743348043026867
"Southeast Asia","aluminium",2060,0.743348043026867
"Southeast Asia","aluminium",2065,0.743348043026867
"Southeast Asia","aluminium",2070,0.743348043026867
"Southeast Asia","aluminium",2075,0.743348043026867
"Southeast Asia","aluminium",2080,0.743348043026867
"Southeast Asia","aluminium",2085,0.743348043026867
"Southeast Asia","aluminium",2090,0.743348043026867
"Southeast Asia","aluminium",2095,0.743348043026867
"Southeast Asia","aluminium",2100,0.743348043026867
"Taiwan","aluminium",2015,0.273994550685763
"Taiwan","aluminium",2020,0.273994550685763
"Taiwan","aluminium",2025,0.273994550685763
"Taiwan","aluminium",2030,0.273994550685763
"Taiwan","aluminium",2035,0.273994550685763
"Taiwan","aluminium",2040,0.273994550685763
"Taiwan","aluminium",2045,0.273994550685763
"Taiwan","aluminium",2050,0.273994550685763
"Taiwan","aluminium",2055,0.273994550685763
"Taiwan","aluminium",2060,0.273994550685763
"Taiwan","aluminium",2065,0.273994550685763
"Taiwan","aluminium",2070,0.273994550685763
"Taiwan","aluminium",2075,0.273994550685763
"Taiwan","aluminium",2080,0.273994550685763
"Taiwan","aluminium",2085,0.273994550685763
"Taiwan","aluminium",2090,0.273994550685763
"Taiwan","aluminium",2095,0.273994550685763
"Taiwan","aluminium",2100,0.273994550685763
"USA","aluminium",2015,0.592187168709063
"USA","aluminium",2020,0.579769984886442
"USA","aluminium",2025,0.567352801063822
"USA","aluminium",2030,0.554935617241201
"USA","aluminium",2035,0.54251843341858
"USA","aluminium",2040,0.530101249595959
"USA","aluminium",2045,0.517684065773338
"USA","aluminium",2050,0.505266881950717
"USA","aluminium",2055,0.505266881950717
"USA","aluminium",2060,0.505266881950717
"USA","aluminium",2065,0.505266881950717
"USA","aluminium",2070,0.505266881950717
"USA","aluminium",2075,0.505266881950717
"USA","aluminium",2080,0.505266881950717
"USA","aluminium",2085,0.505266881950717
"USA","aluminium",2090,0.505266881950717
"USA","aluminium",2095,0.505266881950717
"USA","aluminium",2100,0.505266881950717
"Africa_Eastern","copper",2015,5.11576379005653
"Africa_Eastern","copper",2020,4.55284540805044
"Africa_Eastern","copper",2025,3.98992702604435
"Africa_Eastern","copper",2030,3.42700864403826
"Africa_Eastern","copper",2035,2.86409026203217
"Africa_Eastern","copper",2040,2.30117188002607
"Africa_Eastern","copper",2045,1.73825349801998
"Africa_Eastern","copper",2050,1.17533511601389
"Africa_Eastern","copper",2055,1.17533511601389
"Africa_Eastern","copper",2060,1.17533511601389
"Africa_Eastern","copper",2065,1.17533511601389
"Africa_Eastern","copper",2070,1.17533511601389
"Africa_Eastern","copper",2075,1.17533511601389
"Africa_Eastern","copper",2080,1.17533511601389
"Africa_Eastern","copper",2085,1.17533511601389
"Africa_Eastern","copper",2090,1.17533511601389
"Africa_Eastern","copper",2095,1.17533511601389
"Africa_Eastern","copper",2100,1.17533511601389
"Africa_Northern","copper",2015,1.49713853785489
"Africa_Northern","copper",2020,1.40112857262633
"Africa_Northern","copper",2025,1.30511860739777
"Africa_Northern","copper",2030,1.20910864216921
"Africa_Northern","copper",2035,1.11309867694066
"Africa_Northern","copper",2040,1.0170887117121
"Africa_Northern","copper",2045,0.921078746483538
"Africa_Northern","copper",2050,0.82506878125498
"Africa_Northern","copper",2055,0.82506878125498
"Africa_Northern","copper",2060,0.82506878125498
"Africa_Northern","copper",2065,0.82506878125498
"Africa_Northern","copper",2070,0.82506878125498
"Africa_Northern","copper",2075,0.82506878125498
"Africa_Northern","copper",2080,0.82506878125498
"Africa_Northern","copper",2085,0.82506878125498
"Africa_Northern","copper",2090,0.82506878125498
"Africa_Northern","copper",2095,0.82506878125498
"Africa_Northern","copper",2100,0.82506878125498
"Africa_Southern","copper",2015,2.52984339309408
"Africa_Southern","copper",2020,2.36786707500779
"Africa_Southern","copper",2025,2.2058907569215
"Africa_Southern","copper",2030,2.04391443883521
"Africa_Southern","copper",2035,1.88193812074892
"Africa_Southern","copper",2040,1.71996180266264
"Africa_Southern","copper",2045,1.55798548457635
"Africa_Southern","copper",2050,1.39600916649006
"Africa_Southern","copper",2055,1.39600916649006
"Africa_Southern","copper",2060,1.39600916649006
"Africa_Southern","copper",2065,1.39600916649006
"Africa_Southern","copper",2070,1.39600916649006
"Africa_Southern","copper",2075,1.39600916649006
"Africa_Southern","copper",2080,1.39600916649006
"Africa_Southern","copper",2085,1.39600916649006
"Africa_Southern","copper",2090,1.39600916649006
"Africa_Southern","copper",2095,1.39600916649006
"Africa_Southern","copper",2100,1.39600916649006
"Africa_Western","copper",2015,4.0652928480994
"Africa_Western","copper",2020,3.70394446226321
"Africa_Western","copper",2025,3.34259607642702
"Africa_Western","copper",2030,2.98124769059083
"Africa_Western","copper",2035,2.61989930475464
"Africa_Western","copper",2040,2.25855091891845
"Africa_Western","copper",2045,1.89720253308226
"Africa_Western","copper",2050,1.53585414724607
"Africa_Western","copper",2055,1.53585414724607
"Africa_Western","copper",2060,1.53585414724607
"Africa_Western","copper",2065,1.53585414724607
"Africa_Western","copper",2070,1.53585414724607
"Africa_Western","copper",2075,1.53585414724607
"Africa_Western","copper",2080,1.53585414724607
"Africa_Western","copper",2085,1.53585414724607
"Africa_Western","copper",2090,1.53585414724607
"Africa_Western","copper",2095,1.53585414724607
"Africa_Western","copper",2100,1.53585414724607
"Argentina","copper",2015,1.32863359456997
"Argentina","copper",2020,1.24265476986909
"Argentina","copper",2025,1.15667594516821
"Argentina","copper",2030,1.07069712046734
"Argentina","copper",2035,0.984718295766461
"Argentina","copper",2040,0.898739471065583
"Argentina","copper",2045,0.812760646364706
"Argentina","copper",2050,0.726781821663829
"Argentina","copper",2055,0.726781821663829
"Argentina","copper",2060,0.726781821663829
"Argentina","copper",2065,0.726781821663829
"Argentina","copper",2070,0.726781821663829
"Argentina","copper",2075,0.726781821663829
"Argentina","copper",2080,0.726781821663829
"Argentina","copper",2085,0.726781821663829
"Argentina","copper",2090,0.726781821663829
"Argentina","copper",2095,0.726781821663829
"Argentina","copper",2100,0.726781821663829
"Australia_NZ","copper",2015,1.03873626756542
"Australia_NZ","copper",2020,0.965318345139378
"Australia_NZ","copper",2025,0.891900422713334
"Australia_NZ","copper",2030,0.818482500287291
"Australia_NZ","copper",2035,0.745064577861247
"Australia_NZ","copper",2040,0.671646655435204
"Australia_NZ","copper",2045,0.59822873300916
"Australia_NZ","copper",2050,0.524810810583117
"Australia_NZ","copper",2055,0.524810810583117
"Australia_NZ","copper",2060,0.524810810583117
"Australia_NZ","copper",2065,0.524810810583117
"Australia_NZ","copper",2070,0.524810810583117
"Australia_NZ","copper",2075,0.524810810583117
"Australia_NZ","copper",2080,0.524810810583117
"Australia_NZ","copper",2085,0.524810810583117
"Australia_NZ","copper",2090,0.524810810583117
"Australia_NZ","copper",2095,0.524810810583117
"Australia_NZ","copper",2100,0.524810810583117
"Brazil","copper",2015,1.07006011677703
"Brazil","copper",2020,1.03024287828787
"Brazil","copper",2025,0.990425639798706
"Brazil","copper",2030,0.950608401309544
"Brazil","copper",2035,0.910791162820383
